,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,latlon,weather_json,weather_desc,weather_state,precipitation,FeelsLikeF
48,49,30,2009-08-06,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,"(45.416667, -75.7)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'66', u'FeelsLikeC': u'19', u'DewPointC': u'16', u'windspeedMiles': u'6', u'DewPointF': u'61', u'HeatIndexF': u'66', u'cloudcover': u'38', u'HeatIndexC': u'19', u'precipMM': u'10.2', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'5', u'pressure': u'1013', u'WindGustKmph': u'8', u'weatherDesc': [{u'value': u'Light rain shower'}], u'winddir16Point': u'WNW', u'weatherCode': u'353', u'tempC': u'20', u'tempF': u'68', u'WindChillF': u'66', u'WindChillC': u'19', u'winddirDegree': u'293', u'humidity': u'86', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'68', u'mintempF': u'56', u'mintempC': u'13', u'maxtempC': u'20', u'date': u'2009-08-06', u'astronomy': [{u'sunset': u'08:23 PM', u'moonset': u'06:25 AM', u'moonrise': u'08:34 PM', u'sunrise': u'05:53 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 45.42 and Lon -75.70', u'type': u'LatLon'}]}}",Light rain shower,Rain,10.2,66.0
49,50,32,2009-08-06,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,"(49.883333, -97.166667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'10', u'FeelsLikeF': u'77', u'FeelsLikeC': u'25', u'DewPointC': u'10', u'windspeedMiles': u'6', u'DewPointF': u'50', u'HeatIndexF': u'77', u'cloudcover': u'28', u'HeatIndexC': u'25', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'3', u'pressure': u'1018', u'WindGustKmph': u'5', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SSW', u'weatherCode': u'116', u'tempC': u'24', u'tempF': u'75', u'WindChillF': u'75', u'WindChillC': u'24', u'winddirDegree': u'207', u'humidity': u'42', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'75', u'mintempF': u'62', u'mintempC': u'17', u'maxtempC': u'24', u'date': u'2009-08-06', u'astronomy': [{u'sunset': u'09:02 PM', u'moonset': u'06:45 AM', u'moonrise': u'09:09 PM', u'sunrise': u'06:06 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.88 and Lon -97.17', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,77.0
50,51,34,2009-08-07,Rua da Assunção 53,Lisbon,,Portugal,,3.96,"(38.7166667, -9.1333333)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'28', u'FeelsLikeF': u'77', u'FeelsLikeC': u'25', u'DewPointC': u'15', u'windspeedMiles': u'17', u'DewPointF': u'60', u'HeatIndexF': u'77', u'cloudcover': u'33', u'HeatIndexC': u'25', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'19', u'pressure': u'1020', u'WindGustKmph': u'31', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'NNW', u'weatherCode': u'116', u'tempC': u'24', u'tempF': u'75', u'WindChillF': u'73', u'WindChillC': u'23', u'winddirDegree': u'331', u'humidity': u'62', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'75', u'mintempF': u'61', u'mintempC': u'16', u'maxtempC': u'24', u'date': u'2009-08-07', u'astronomy': [{u'sunset': u'07:41 PM', u'moonset': u'07:01 AM', u'moonrise': u'08:17 PM', u'sunrise': u'05:43 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 38.72 and Lon -9.13', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,77.0
51,52,38,2009-08-08,Barbarossastraße 19,Berlin,,Germany,10779,5.94,"(52.4902, 13.3452)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'82', u'FeelsLikeC': u'28', u'DewPointC': u'9', u'windspeedMiles': u'9', u'DewPointF': u'49', u'HeatIndexF': u'82', u'cloudcover': u'12', u'HeatIndexC': u'28', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'10', u'pressure': u'1019', u'WindGustKmph': u'15', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'ESE', u'weatherCode': u'113', u'tempC': u'29', u'tempF': u'84', u'WindChillF': u'84', u'WindChillC': u'29', u'winddirDegree': u'117', u'humidity': u'29', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'84', u'mintempF': u'65', u'mintempC': u'18', u'maxtempC': u'29', u'date': u'2009-08-08', u'astronomy': [{u'sunset': u'07:46 PM', u'moonset': u'07:17 AM', u'moonrise': u'08:12 PM', u'sunrise': u'04:37 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.49 and Lon 13.35', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,82.0
52,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,"(60.1719, 24.9591)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'13', u'FeelsLikeF': u'70', u'FeelsLikeC': u'21', u'DewPointC': u'12', u'windspeedMiles': u'8', u'DewPointF': u'54', u'HeatIndexF': u'76', u'cloudcover': u'46', u'HeatIndexC': u'24', u'precipMM': u'0.1', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'10', u'pressure': u'1013', u'WindGustKmph': u'17', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SSW', u'weatherCode': u'116', u'tempC': u'22', u'tempF': u'71', u'WindChillF': u'70', u'WindChillC': u'21', u'winddirDegree': u'195', u'humidity': u'56', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'71', u'mintempF': u'65', u'mintempC': u'18', u'maxtempC': u'22', u'date': u'2009-08-11', u'astronomy': [{u'sunset': u'08:25 PM', u'moonset': u'11:34 AM', u'moonrise': u'08:37 PM', u'sunrise': u'04:24 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 60.17 and Lon 24.96', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.1,70.0
53,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,"(51.4870348614, -0.140041159656)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'16', u'FeelsLikeF': u'77', u'FeelsLikeC': u'25', u'DewPointC': u'13', u'windspeedMiles': u'10', u'DewPointF': u'55', u'HeatIndexF': u'77', u'cloudcover': u'33', u'HeatIndexC': u'25', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'11', u'pressure': u'1016', u'WindGustKmph': u'18', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'WSW', u'weatherCode': u'116', u'tempC': u'25', u'tempF': u'77', u'WindChillF': u'74', u'WindChillC': u'24', u'winddirDegree': u'251', u'humidity': u'51', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'77', u'mintempF': u'57', u'mintempC': u'14', u'maxtempC': u'25', u'date': u'2009-08-16', u'astronomy': [{u'sunset': u'07:21 PM', u'moonset': u'04:59 PM', u'moonrise': u'No moonrise', u'sunrise': u'04:48 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 51.49 and Lon -0.14', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,77.0
54,55,8,2009-08-24,Grétrystraat 63,Brussels,,Belgium,1000,0.99,"(50.8466, 4.3528)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'14', u'FeelsLikeF': u'83', u'FeelsLikeC': u'28', u'DewPointC': u'14', u'windspeedMiles': u'9', u'DewPointF': u'58', u'HeatIndexF': u'83', u'cloudcover': u'3', u'HeatIndexC': u'28', u'precipMM': u'0.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'7', u'pressure': u'1008', u'WindGustKmph': u'12', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'S', u'weatherCode': u'113', u'tempC': u'28', u'tempF': u'82', u'WindChillF': u'82', u'WindChillC': u'28', u'winddirDegree': u'172', u'humidity': u'43', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'82', u'mintempF': u'64', u'mintempC': u'18', u'maxtempC': u'28', u'date': u'2009-08-24', u'astronomy': [{u'sunset': u'07:45 PM', u'moonset': u'08:49 PM', u'moonrise': u'11:11 AM', u'sunrise': u'05:44 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 50.85 and Lon 4.35', u'type': u'LatLon'}]}}",Sunny,Sun,0.9,83.0
55,56,9,2009-09-06,Sønder Boulevard 51,Copenhagen,,Denmark,1720,1.98,"(55.6777, 12.5709)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'29', u'FeelsLikeF': u'64', u'FeelsLikeC': u'18', u'DewPointC': u'14', u'windspeedMiles': u'18', u'DewPointF': u'57', u'HeatIndexF': u'64', u'cloudcover': u'56', u'HeatIndexC': u'18', u'precipMM': u'3.6', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'16', u'pressure': u'1015', u'WindGustKmph': u'26', u'weatherDesc': [{u'value': u'Light rain shower'}], u'winddir16Point': u'W', u'weatherCode': u'353', u'tempC': u'18', u'tempF': u'64', u'WindChillF': u'64', u'WindChillC': u'18', u'winddirDegree': u'278', u'humidity': u'77', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'64', u'mintempF': u'56', u'mintempC': u'14', u'maxtempC': u'18', u'date': u'2009-09-06', u'astronomy': [{u'sunset': u'06:50 PM', u'moonset': u'07:38 AM', u'moonrise': u'06:44 PM', u'sunrise': u'05:25 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 55.68 and Lon 12.57', u'type': u'LatLon'}]}}",Light rain shower,Rain,3.6,64.0
56,57,11,2009-09-06,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,1.98,"(-7.5166667, -38.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'16', u'FeelsLikeF': u'91', u'FeelsLikeC': u'33', u'DewPointC': u'12', u'windspeedMiles': u'10', u'DewPointF': u'53', u'HeatIndexF': u'91', u'cloudcover': u'5', u'HeatIndexC': u'33', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'10', u'pressure': u'1015', u'WindGustKmph': u'17', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'E', u'weatherCode': u'113', u'tempC': u'35', u'tempF': u'95', u'WindChillF': u'92', u'WindChillC': u'34', u'winddirDegree': u'95', u'humidity': u'27', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'95', u'mintempF': u'68', u'mintempC': u'20', u'maxtempC': u'35', u'date': u'2009-09-06', u'astronomy': [{u'sunset': u'05:33 PM', u'moonset': u'06:35 AM', u'moonrise': u'07:06 PM', u'sunrise': u'05:33 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -7.52 and Lon -38.60', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,91.0
57,58,13,2009-09-07,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,3.96,"(-10.0, -55.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'5', u'FeelsLikeF': u'99', u'FeelsLikeC': u'37', u'DewPointC': u'19', u'windspeedMiles': u'3', u'DewPointF': u'65', u'HeatIndexF': u'99', u'cloudcover': u'32', u'HeatIndexC': u'37', u'precipMM': u'0.7', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'4', u'pressure': u'1012', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'N', u'weatherCode': u'116', u'tempC': u'35', u'tempF': u'95', u'WindChillF': u'95', u'WindChillC': u'35', u'winddirDegree': u'8', u'humidity': u'38', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'95', u'mintempF': u'75', u'mintempC': u'24', u'maxtempC': u'35', u'date': u'2009-09-07', u'astronomy': [{u'sunset': u'05:37 PM', u'moonset': u'07:22 AM', u'moonrise': u'08:05 PM', u'sunrise': u'05:39 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -10.00 and Lon -55.00', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.7,99.0
58,59,17,2009-09-08,1 Microsoft Way,Redmond,WA,USA,98052-8300,5.94,"(47.6741667, -122.1202778)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'7', u'FeelsLikeF': u'66', u'FeelsLikeC': u'19', u'DewPointC': u'7', u'windspeedMiles': u'4', u'DewPointF': u'45', u'HeatIndexF': u'66', u'cloudcover': u'7', u'HeatIndexC': u'19', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'2', u'pressure': u'1017', u'WindGustKmph': u'4', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSW', u'weatherCode': u'113', u'tempC': u'23', u'tempF': u'73', u'WindChillF': u'66', u'WindChillC': u'19', u'winddirDegree': u'203', u'humidity': u'46', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'73', u'mintempF': u'50', u'mintempC': u'10', u'maxtempC': u'23', u'date': u'2009-09-08', u'astronomy': [{u'sunset': u'07:35 PM', u'moonset': u'11:20 AM', u'moonrise': u'08:47 PM', u'sunrise': u'06:37 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 47.67 and Lon -122.12', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,66.0
59,60,23,2009-09-11,69 Salem Street,Boston,MA,USA,2113,8.91,"(42.3583333, -71.0602778)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'26', u'FeelsLikeF': u'61', u'FeelsLikeC': u'16', u'DewPointC': u'14', u'windspeedMiles': u'16', u'DewPointF': u'58', u'HeatIndexF': u'61', u'cloudcover': u'100', u'HeatIndexC': u'16', u'precipMM': u'3.9', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'20', u'pressure': u'1027', u'WindGustKmph': u'32', u'weatherDesc': [{u'value': u'Light drizzle'}], u'winddir16Point': u'ENE', u'weatherCode': u'266', u'tempC': u'17', u'tempF': u'62', u'WindChillF': u'61', u'WindChillC': u'16', u'winddirDegree': u'61', u'humidity': u'90', u'visibility': u'2', u'time': u'24'}], u'maxtempF': u'62', u'mintempF': u'59', u'mintempC': u'15', u'maxtempC': u'17', u'date': u'2009-09-11', u'astronomy': [{u'sunset': u'07:01 PM', u'moonset': u'01:58 PM', u'moonrise': u'10:47 PM', u'sunrise': u'06:20 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 42.36 and Lon -71.06', u'type': u'LatLon'}]}}",Light drizzle,Clouds,3.9,61.0
60,61,32,2009-09-16,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,13.86,"(49.883333, -97.166667)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'12', u'FeelsLikeF': u'81', u'FeelsLikeC': u'27', u'DewPointC': u'15', u'windspeedMiles': u'7', u'DewPointF': u'58', u'HeatIndexF': u'81', u'cloudcover': u'3', u'HeatIndexC': u'27', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'6', u'pressure': u'1019', u'WindGustKmph': u'10', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WNW', u'weatherCode': u'113', u'tempC': u'28', u'tempF': u'82', u'WindChillF': u'80', u'WindChillC': u'27', u'winddirDegree': u'289', u'humidity': u'47', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'82', u'mintempF': u'61', u'mintempC': u'16', u'maxtempC': u'28', u'date': u'2009-09-16', u'astronomy': [{u'sunset': u'07:40 PM', u'moonset': u'06:31 PM', u'moonrise': u'04:17 AM', u'sunrise': u'07:07 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 49.88 and Lon -97.17', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,81.0
61,62,46,2009-09-24,3 Chatham Street,Dublin,Dublin,Ireland,,0.99,"(53.3330556, -6.2488889)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'23', u'FeelsLikeF': u'60', u'FeelsLikeC': u'15', u'DewPointC': u'11', u'windspeedMiles': u'14', u'DewPointF': u'52', u'HeatIndexF': u'60', u'cloudcover': u'55', u'HeatIndexC': u'15', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'13', u'pressure': u'1027', u'WindGustKmph': u'22', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'W', u'weatherCode': u'116', u'tempC': u'16', u'tempF': u'60', u'WindChillF': u'60', u'WindChillC': u'15', u'winddirDegree': u'263', u'humidity': u'77', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'60', u'mintempF': u'53', u'mintempC': u'12', u'maxtempC': u'16', u'date': u'2009-09-24', u'astronomy': [{u'sunset': u'06:18 PM', u'moonset': u'08:25 PM', u'moonrise': u'01:42 PM', u'sunrise': u'06:14 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 53.33 and Lon -6.25', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,60.0
62,63,47,2009-10-07,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,"(41.9, 12.4833)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'12', u'FeelsLikeF': u'81', u'FeelsLikeC': u'27', u'DewPointC': u'15', u'windspeedMiles': u'7', u'DewPointF': u'59', u'HeatIndexF': u'81', u'cloudcover': u'5', u'HeatIndexC': u'27', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'8', u'pressure': u'1022', u'WindGustKmph': u'13', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'WSW', u'weatherCode': u'113', u'tempC': u'27', u'tempF': u'80', u'WindChillF': u'80', u'WindChillC': u'27', u'winddirDegree': u'252', u'humidity': u'49', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'80', u'mintempF': u'62', u'mintempC': u'16', u'maxtempC': u'27', u'date': u'2009-10-07', u'astronomy': [{u'sunset': u'05:42 PM', u'moonset': u'09:49 AM', u'moonrise': u'07:10 PM', u'sunrise': u'06:13 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 41.90 and Lon 12.48', u'type': u'LatLon'}]}}",Sunny,Sun,0.0,81.0
63,64,49,2009-10-07,Ordynacka 10,Warsaw,,Poland,00-358,1.98,"(52.25, 21.0)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'17', u'FeelsLikeF': u'64', u'FeelsLikeC': u'18', u'DewPointC': u'16', u'windspeedMiles': u'11', u'DewPointF': u'60', u'HeatIndexF': u'64', u'cloudcover': u'97', u'HeatIndexC': u'18', u'precipMM': u'4.6', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png'}], u'WindGustMiles': u'17', u'pressure': u'1011', u'WindGustKmph': u'27', u'weatherDesc': [{u'value': u'Light rain'}], u'winddir16Point': u'WSW', u'weatherCode': u'296', u'tempC': u'18', u'tempF': u'65', u'WindChillF': u'64', u'WindChillC': u'18', u'winddirDegree': u'250', u'humidity': u'88', u'visibility': u'9', u'time': u'24'}], u'maxtempF': u'65', u'mintempF': u'59', u'mintempC': u'15', u'maxtempC': u'18', u'date': u'2009-10-07', u'astronomy': [{u'sunset': u'05:00 PM', u'moonset': u'09:58 AM', u'moonrise': u'05:48 PM', u'sunrise': u'05:47 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 52.25 and Lon 21.00', u'type': u'LatLon'}]}}",Light rain,Rain,4.6,64.0
64,65,51,2009-10-08,Celsiusg. 9,Stockholm,,Sweden,11230,3.96,"(59.3326, 18.0649)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'22', u'FeelsLikeF': u'52', u'FeelsLikeC': u'11', u'DewPointC': u'3', u'windspeedMiles': u'14', u'DewPointF': u'38', u'HeatIndexF': u'53', u'cloudcover': u'4', u'HeatIndexC': u'11', u'precipMM': u'2.5', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0001_sunny.png'}], u'WindGustMiles': u'4', u'pressure': u'1005', u'WindGustKmph': u'6', u'weatherDesc': [{u'value': u'Sunny'}], u'winddir16Point': u'SSE', u'weatherCode': u'113', u'tempC': u'11', u'tempF': u'53', u'WindChillF': u'52', u'WindChillC': u'11', u'winddirDegree': u'155', u'humidity': u'57', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'53', u'mintempF': u'38', u'mintempC': u'4', u'maxtempC': u'11', u'date': u'2009-10-08', u'astronomy': [{u'sunset': u'05:00 PM', u'moonset': u'12:31 PM', u'moonrise': u'05:39 PM', u'sunrise': u'06:09 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 59.33 and Lon 18.06', u'type': u'LatLon'}]}}",Sunny,Sun,2.5,52.0
65,66,55,2009-10-09,421 Bourke Street,Sidney,NSW,Australia,2010,5.94,"(-33.8821, 151.2151)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'27', u'FeelsLikeF': u'59', u'FeelsLikeC': u'15', u'DewPointC': u'10', u'windspeedMiles': u'17', u'DewPointF': u'50', u'HeatIndexF': u'59', u'cloudcover': u'42', u'HeatIndexC': u'15', u'precipMM': u'6.4', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png'}], u'WindGustMiles': u'22', u'pressure': u'1026', u'WindGustKmph': u'36', u'weatherDesc': [{u'value': u'Light rain shower'}], u'winddir16Point': u'S', u'weatherCode': u'353', u'tempC': u'15', u'tempF': u'59', u'WindChillF': u'59', u'WindChillC': u'15', u'winddirDegree': u'180', u'humidity': u'70', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'59', u'mintempF': u'55', u'mintempC': u'13', u'maxtempC': u'15', u'date': u'2009-10-09', u'astronomy': [{u'sunset': u'07:04 PM', u'moonset': u'09:17 AM', u'moonrise': u'No moonrise', u'sunrise': u'06:22 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -33.88 and Lon 151.22', u'type': u'LatLon'}]}}",Light rain shower,Rain,6.4,59.0
66,67,2,2009-10-12,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,8.91,"(48.7667, 9.1833)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'30', u'FeelsLikeF': u'40', u'FeelsLikeC': u'4', u'DewPointC': u'7', u'windspeedMiles': u'19', u'DewPointF': u'44', u'HeatIndexF': u'46', u'cloudcover': u'91', u'HeatIndexC': u'8', u'precipMM': u'19.3', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png'}], u'WindGustMiles': u'25', u'pressure': u'1018', u'WindGustKmph': u'40', u'weatherDesc': [{u'value': u'Moderate or heavy rain shower'}], u'winddir16Point': u'NNW', u'weatherCode': u'356', u'tempC': u'8', u'tempF': u'46', u'WindChillF': u'40', u'WindChillC': u'4', u'winddirDegree': u'330', u'humidity': u'93', u'visibility': u'7', u'time': u'24'}], u'maxtempF': u'46', u'mintempF': u'38', u'mintempC': u'4', u'maxtempC': u'8', u'date': u'2009-10-12', u'astronomy': [{u'sunset': u'05:40 PM', u'moonset': u'02:55 PM', u'moonrise': u'No moonrise', u'sunrise': u'06:39 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat 48.77 and Lon 9.18', u'type': u'LatLon'}]}}",Moderate or heavy rain shower,Rain,19.3,40.0
67,68,11,2009-10-17,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,13.86,"(-7.5166667, -38.6)","{u'data': {u'weather': [{u'hourly': [{u'windspeedKmph': u'16', u'FeelsLikeF': u'89', u'FeelsLikeC': u'32', u'DewPointC': u'15', u'windspeedMiles': u'10', u'DewPointF': u'59', u'HeatIndexF': u'89', u'cloudcover': u'28', u'HeatIndexC': u'32', u'precipMM': u'0.0', u'weatherIconUrl': [{u'value': u'http://cdn.worldweatheronline.net/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png'}], u'WindGustMiles': u'10', u'pressure': u'1013', u'WindGustKmph': u'16', u'weatherDesc': [{u'value': u'Partly Cloudy '}], u'winddir16Point': u'SE', u'weatherCode': u'116', u'tempC': u'32', u'tempF': u'89', u'WindChillF': u'89', u'WindChillC': u'32', u'winddirDegree': u'133', u'humidity': u'37', u'visibility': u'10', u'time': u'24'}], u'maxtempF': u'89', u'mintempF': u'71', u'mintempC': u'22', u'maxtempC': u'32', u'date': u'2009-10-17', u'astronomy': [{u'sunset': u'05:28 PM', u'moonset': u'04:59 PM', u'moonrise': u'04:23 AM', u'sunrise': u'05:12 AM'}], u'uvIndex': u'0'}], u'request': [{u'query': u'Lat -7.52 and Lon -38.60', u'type': u'LatLon'}]}}",Partly Cloudy ,Clouds,0.0,89.0
